 12.4,-5760352.478, 1454612.644, -2312420.841
 12.5,-5760352.564, 1454613.014, -2312420.397
 12.6,-5760352.650, 1454613.384, -2312419.954
 12.7,-5760352.736, 1454613.753, -2312419.510
 12.8,-5760352.822, 1454614.123, -2312419.066
 12.9,-5760352.908, 1454614.493, -2312418.623
 13.0,-5760352.948, 1454614.926, -2312418.253
 13.1,-5760352.926, 1454615.443, -2312417.983
 13.2,-5760352.905, 1454615.960, -2312417.713
 13.3,-5760357.397, 1454617.617, -2312419.267
 13.4,-5760357.376, 1454618.134, -2312418.997
 13.5,-5760357.354, 1454618.651, -2312418.727
 13.6,-5760357.333, 1454619.168, -2312418.457
 13.7,-5760357.311, 1454619.685, -2312418.187
 13.8,-5760357.290, 1454620.202, -2312417.918
 13.9,-5760357.294, 1454620.689, -2312417.602
 14.0,-5760357.329, 1454621.140, -2312417.233
 14.1,-5760357.364, 1454621.591, -2312416.864
 14.2,-5760357.400, 1454622.042, -2312416.495
 14.3,-5760357.435, 1454622.494, -2312416.126
 14.4,-5760357.470, 1454622.945, -2312415.757
 14.5,-5760357.505, 1454623.396, -2312415.389
 14.6,-5760357.541, 1454623.847, -2312415.020
 14.7,-5760357.576, 1454624.298, -2312414.651
 14.8,-5760357.611, 1454624.749, -2312414.282
 14.9,-5760357.646, 1454625.200, -2312413.913
 15.0,-5760357.630, 1454625.711, -2312413.633
 15.1,-5760357.612, 1454626.225, -2312413.356
 15.2,-5760357.595, 1454626.738, -2312413.079
 15.3,-5760357.577, 1454627.252, -2312412.802
 15.4,-5760357.559, 1454627.766, -2312412.525
 15.5,-5760357.542, 1454628.279, -2312412.248
 15.6,-5760357.524, 1454628.793, -2312411.971
 15.7,-5760357.506, 1454629.306, -2312411.694
 15.8,-5760357.501, 1454629.805, -2312411.395
 15.9,-5760357.536, 1454630.257, -2312411.027
 16.0,-5760357.570, 1454630.709, -2312410.659
 16.1,-5760353.091, 1454630.021, -2312408.467
 16.2,-5760353.125, 1454630.473, -2312408.099
 16.3,-5760353.160, 1454630.925, -2312407.732
 16.4,-5760353.194, 1454631.378, -2312407.364
 16.5,-5760353.229, 1454631.830, -2312406.996
 16.6,-5760353.263, 1454632.282, -2312406.628
 16.7,-5760353.297, 1454632.734, -2312406.260
 16.8,-5760353.332, 1454633.186, -2312405.892
 16.9,-5760353.350, 1454633.659, -2312405.551
 17.0,-5760353.364, 1454634.139, -2312405.219
 17.1,-5760353.377, 1454634.619, -2312404.886
 17.2,-5760353.390, 1454635.098, -2312404.554
 17.3,-5760353.404, 1454635.578, -2312404.221
 17.4,-5760353.417, 1454636.057, -2312403.889
 17.5,-5760353.430, 1454636.537, -2312403.556
 17.6,-5760353.443, 1454637.017, -2312403.223
 17.7,-5760353.457, 1454637.496, -2312402.891
 17.8,-5760353.509, 1454637.919, -2312402.498
 17.9,-5760353.585, 1454638.306, -2312402.068
 18.0,-5760353.661, 1454638.694, -2312401.638
 18.1,-5760353.736, 1454639.082, -2312401.208
 18.2,-5760353.812, 1454639.470, -2312400.778
 18.3,-5760353.888, 1454639.858, -2312400.348
 18.4,-5760353.964, 1454640.246, -2312399.918
 18.5,-5760354.040, 1454640.633, -2312399.488
 18.6,-5760354.115, 1454641.021, -2312399.059
 18.7,-5760354.191, 1454641.409, -2312398.629
 18.8,-5760354.295, 1454641.743, -2312398.163
 18.9,-5760354.412, 1454642.050, -2312397.681
 19.0,-5760354.530, 1454642.357, -2312397.198
 19.1,-5760354.647, 1454642.665, -2312396.716
 19.2,-5760354.764, 1454642.972, -2312396.233
 19.3,-5760354.882, 1454643.280, -2312395.751
 19.4,-5760355.000, 1454643.590, -2312395.264
 19.5,-5760355.118, 1454643.897, -2312394.781
 19.6,-5760355.243, 1454644.186, -2312394.290
 19.7,-5760355.386, 1454644.436, -2312393.782
 19.8,-5760355.528, 1454644.685, -2312393.273
 19.9,-5760355.671, 1454644.935, -2312392.765
 20.0,-5760355.813, 1454645.184, -2312392.256
 20.1,-5760355.956, 1454645.434, -2312391.748
 20.2,-5760356.098, 1454645.683, -2312391.239
 20.3,-5760356.241, 1454645.932, -2312390.731
 20.4,-5760356.383, 1454646.182, -2312390.222
 20.5,-5760356.526, 1454646.431, -2312389.714
 20.6,-5760356.668, 1454646.681, -2312389.205
 20.7,-5760356.884, 1454646.664, -2312388.682
 20.8,-5760357.119, 1454646.578, -2312388.154
 20.9,-5760357.354, 1454646.491, -2312387.626
 21.0,-5760357.589, 1454646.405, -2312387.099
 21.1,-5760357.824, 1454646.319, -2312386.571
 21.2,-5760358.059, 1454646.232, -2312386.043
 21.3,-5760358.294, 1454646.146, -2312385.516
 21.4,-5760358.529, 1454646.062, -2312384.987
 21.5,-5760358.760, 1454646.001, -2312384.454
 21.6,-5760358.991, 1454645.940, -2312383.921
 21.7,-5760359.222, 1454645.880, -2312383.388
 21.8,-5760359.452, 1454645.819, -2312382.855
 21.9,-5760359.683, 1454645.758, -2312382.322
 22.0,-5760359.913, 1454645.698, -2312381.791
 22.1,-5760360.138, 1454645.638, -2312381.270
 22.2,-5760360.364, 1454645.579, -2312380.750
 22.3,-5760360.589, 1454645.520, -2312380.230
 22.4,-5760360.815, 1454645.454, -2312379.711
 22.5,-5760361.060, 1454645.206, -2312379.260
 22.6,-5760361.305, 1454644.959, -2312378.809
 22.7,-5760361.550, 1454644.711, -2312378.357
 22.8,-5760361.795, 1454644.464, -2312377.906
 22.9,-5760362.039, 1454644.216, -2312377.455
 23.0,-5760362.284, 1454643.969, -2312377.003
 23.1,-5760362.529, 1454643.721, -2312376.552
 23.2,-5760362.773, 1454643.492, -2312376.092
 23.3,-5760363.013, 1454643.330, -2312375.601
 23.4,-5760363.252, 1454643.167, -2312375.110
 23.5,-5760363.492, 1454643.004, -2312374.618
 23.6,-5760363.731, 1454642.842, -2312374.127
 23.7,-5760363.971, 1454642.679, -2312373.636
 23.8,-5760364.210, 1454642.516, -2312373.145
 23.9,-5760364.450, 1454642.354, -2312372.654
 24.0,-5760364.689, 1454642.191, -2312372.163
 24.1,-5760364.929, 1454642.028, -2312371.672
 24.2,-5760365.174, 1454641.825, -2312371.193
 24.3,-5760365.425, 1454641.573, -2312370.730
 24.4,-5760365.675, 1454641.321, -2312370.267
 24.5,-5760365.926, 1454641.068, -2312369.804
 24.6,-5760366.177, 1454640.816, -2312369.341
 24.7,-5760366.428, 1454640.564, -2312368.878
 24.8,-5760366.679, 1454640.312, -2312368.415
 24.9,-5760366.930, 1454640.059, -2312367.952
 25.0,-5760367.172, 1454639.877, -2312367.467
 25.1,-5760367.411, 1454639.714, -2312366.976
 25.2,-5760367.651, 1454639.550, -2312366.485
 25.3,-5760367.891, 1454639.387, -2312365.994
 25.4,-5760368.130, 1454639.224, -2312365.503
 25.5,-5760368.370, 1454639.060, -2312365.012
 25.6,-5760368.609, 1454638.897, -2312364.521
 25.7,-5760368.849, 1454638.734, -2312364.030
 25.8,-5760369.089, 1454638.571, -2312363.540
 25.9,-5760369.329, 1454638.403, -2312363.051
 26.0,-5760369.573, 1454638.162, -2312362.596
 26.1,-5760369.818, 1454637.922, -2312362.140
 26.2,-5760370.063, 1454637.681, -2312361.685
 26.3,-5760370.307, 1454637.440, -2312361.230
 26.4,-5760370.552, 1454637.200, -2312360.775
 26.5,-5760370.794, 1454636.962, -2312360.325
 26.6,-5760371.033, 1454636.727, -2312359.881
 26.7,-5760371.271, 1454636.492, -2312359.437
 26.8,-5760366.997, 1454635.105, -2312357.176
 26.9,-5760367.236, 1454634.856, -2312356.740
 27.0,-5760367.475, 1454634.607, -2312356.304
 27.1,-5760367.714, 1454634.358, -2312355.868
 27.2,-5760367.953, 1454634.108, -2312355.432
 27.3,-5760368.192, 1454633.859, -2312354.996
 27.4,-5760368.431, 1454633.610, -2312354.560
 27.5,-5760368.671, 1454633.361, -2312354.124
 27.6,-5760368.906, 1454633.115, -2312353.695
 27.7,-5760369.139, 1454632.872, -2312353.270
 27.8,-5760369.372, 1454632.610, -2312352.858
 27.9,-5760369.601, 1454632.273, -2312352.502
 28.0,-5760369.831, 1454631.935, -2312352.145
 28.1,-5760370.058, 1454631.600, -2312351.790
 28.2,-5760370.282, 1454631.271, -2312351.443
 28.3,-5760370.506, 1454630.942, -2312351.095
 28.4,-5760370.729, 1454630.613, -2312350.747
 28.5,-5760370.953, 1454630.285, -2312350.399
 28.6,-5760371.176, 1454629.956, -2312350.052
 28.7,-5760371.401, 1454629.649, -2312349.687
 28.8,-5760371.628, 1454629.380, -2312349.293
 28.9,-5760371.855, 1454629.112, -2312348.898
 29.0,-5760372.080, 1454628.847, -2312348.508
 29.1,-5760372.301, 1454628.586, -2312348.124
 29.2,-5760372.522, 1454628.325, -2312347.740
 29.3,-5760372.743, 1454628.064, -2312347.356
 29.4,-5760372.965, 1454627.803, -2312346.972
 29.5,-5760373.186, 1454627.541, -2312346.588
 29.6,-5760373.401, 1454627.287, -2312346.214
 29.7,-5760373.616, 1454627.033, -2312345.841
 29.8,-5760373.813, 1454626.688, -2312345.570
 29.9,-5760373.990, 1454626.251, -2312345.403
 30.0,-5760374.168, 1454625.814, -2312345.236
 30.1,-5760374.346, 1454625.378, -2312345.069
 30.2,-5760374.524, 1454624.941, -2312344.902
 30.3,-5760374.701, 1454624.504, -2312344.735
 30.4,-5760374.879, 1454624.067, -2312344.568
 30.5,-5760375.057, 1454623.630, -2312344.401
 30.6,-5760375.235, 1454623.193, -2312344.235
 30.7,-5760375.413, 1454622.757, -2312344.068
 30.8,-5760375.598, 1454622.336, -2312343.872
 30.9,-5760375.786, 1454621.921, -2312343.665
 31.0,-5760375.975, 1454621.506, -2312343.458
 31.1,-5760376.163, 1454621.092, -2312343.251
 31.2,-5760376.352, 1454620.677, -2312343.043
 31.3,-5760376.540, 1454620.263, -2312342.836
 31.4,-5760376.728, 1454619.848, -2312342.629
 31.5,-5760376.917, 1454619.433, -2312342.422
 31.6,-5760377.105, 1454619.019, -2312342.215
 31.7,-5760377.294, 1454618.604, -2312342.008
 31.8,-5760377.482, 1454618.189, -2312341.801
 31.9,-5760377.670, 1454617.775, -2312341.594
 32.0,-5760377.864, 1454617.375, -2312341.364
 32.1,-5760378.061, 1454616.985, -2312341.120
 32.2,-5760378.258, 1454616.596, -2312340.876
 32.3,-5760378.455, 1454616.206, -2312340.632
 32.4,-5760378.652, 1454615.817, -2312340.387
 32.5,-5760378.850, 1454615.427, -2312340.143
 32.6,-5760379.047, 1454615.037, -2312339.899
 32.7,-5760379.244, 1454614.648, -2312339.654
 32.8,-5760379.441, 1454614.258, -2312339.410
 32.9,-5760379.638, 1454613.868, -2312339.166
 33.0,-5760379.835, 1454613.479, -2312338.922
 33.1,-5760380.044, 1454613.145, -2312338.613
 33.2,-5760380.253, 1454612.813, -2312338.302
 33.3,-5760380.463, 1454612.482, -2312337.992
 33.4,-5760380.672, 1454612.150, -2312337.681
 33.5,-5760380.881, 1454611.818, -2312337.370
 33.6,-5760381.091, 1454611.486, -2312337.060
 33.7,-5760381.300, 1454611.154, -2312336.749
 33.8,-5760381.509, 1454610.822, -2312336.439
 33.9,-5760381.719, 1454610.490, -2312336.128
 34.0,-5760381.928, 1454610.159, -2312335.817
 34.1,-5760382.137, 1454609.827, -2312335.507
 34.2,-5760382.298, 1454609.461, -2312335.339
 34.3,-5760382.329, 1454609.007, -2312335.546
 34.4,-5760382.360, 1454608.552, -2312335.753
 34.5,-5760382.391, 1454608.098, -2312335.960
 34.6,-5760382.422, 1454607.644, -2312336.167
 34.7,-5760382.453, 1454607.189, -2312336.374
 34.8,-5760382.484, 1454606.735, -2312336.581
 34.9,-5760382.515, 1454606.281, -2312336.788
 35.0,-5760382.546, 1454605.826, -2312336.995
 35.1,-5760382.577, 1454605.372, -2312337.202
 35.2,-5760382.608, 1454604.917, -2312337.410
 35.3,-5760382.639, 1454604.463, -2312337.617
 35.4,-5760382.670, 1454604.009, -2312337.824
 35.5,-5760382.726, 1454603.538, -2312337.979
 35.6,-5760382.790, 1454603.062, -2312338.119
 35.7,-5760382.854, 1454602.585, -2312338.258
 35.8,-5760382.918, 1454602.109, -2312338.398
 35.9,-5760382.982, 1454601.633, -2312338.537
 36.0,-5760383.046, 1454601.157, -2312338.676
 36.1,-5760383.110, 1454600.681, -2312338.816
 36.2,-5760383.174, 1454600.205, -2312338.955
 36.3,-5760383.237, 1454599.728, -2312339.094
 36.4,-5760383.301, 1454599.252, -2312339.234
 36.5,-5760383.365, 1454598.776, -2312339.373
 36.6,-5760383.370, 1454598.406, -2312339.593
 36.7,-5760383.193, 1454598.361, -2312340.059
 36.8,-5760383.016, 1454598.316, -2312340.525
 36.9,-5760382.839, 1454598.272, -2312340.991
 37.0,-5760382.662, 1454598.227, -2312341.457
 37.1,-5760382.485, 1454598.183, -2312341.923
 37.2,-5760382.307, 1454598.138, -2312342.390
 37.3,-5760382.130, 1454598.093, -2312342.856
 37.4,-5760381.953, 1454598.049, -2312343.322
 37.5,-5760381.776, 1454598.004, -2312343.788
 37.6,-5760381.599, 1454597.960, -2312344.254
 37.7,-5760381.422, 1454597.915, -2312344.720
 37.8,-5760381.245, 1454597.870, -2312345.187
 37.9,-5760381.068, 1454597.826, -2312345.653
 38.0,-5760380.890, 1454597.781, -2312346.119
 38.1,-5760380.713, 1454597.737, -2312346.585
 38.2,-5760380.536, 1454597.692, -2312347.051
 38.3,-5760380.359, 1454597.648, -2312347.517
 38.4,-5760380.182, 1454597.604, -2312347.983
 38.5,-5760380.005, 1454597.559, -2312348.450
 38.6,-5760379.827, 1454597.515, -2312348.916
 38.7,-5760379.650, 1454597.470, -2312349.382
 38.8,-5760379.473, 1454597.426, -2312349.848
 38.9,-5760379.296, 1454597.381, -2312350.314
 39.0,-5760379.119, 1454597.337, -2312350.780
 39.1,-5760378.922, 1454597.553, -2312351.131
 39.2,-5760378.716, 1454597.904, -2312351.422
 39.3,-5760378.510, 1454598.256, -2312351.713
 39.4,-5760378.304, 1454598.607, -2312352.004
 39.5,-5760378.098, 1454598.958, -2312352.294
 39.6,-5760377.891, 1454599.309, -2312352.585
 39.7,-5760377.685, 1454599.660, -2312352.876
 39.8,-5760377.479, 1454600.011, -2312353.167
 39.9,-5760377.273, 1454600.362, -2312353.458
 40.0,-5760377.067, 1454600.713, -2312353.749
 40.1,-5760376.860, 1454601.064, -2312354.039
 40.2,-5760376.654, 1454601.416, -2312354.330
 40.3,-5760376.448, 1454601.767, -2312354.621
 40.4,-5760376.242, 1454602.118, -2312354.912
 40.5,-5760376.036, 1454602.473, -2312355.198
 40.6,-5760375.832, 1454602.833, -2312355.480
 40.7,-5760375.627, 1454603.193, -2312355.761
 40.8,-5760375.423, 1454603.553, -2312356.042
 40.9,-5760375.218, 1454603.913, -2312356.323
 41.0,-5760375.014, 1454604.273, -2312356.604
 41.1,-5760379.323, 1454605.772, -2312358.709
 41.2,-5760379.119, 1454606.132, -2312358.990
 41.3,-5760378.914, 1454606.492, -2312359.271
 41.4,-5760378.710, 1454606.852, -2312359.552
 41.5,-5760378.505, 1454607.212, -2312359.833
 41.6,-5760378.335, 1454607.609, -2312360.006
 41.7,-5760378.249, 1454608.093, -2312359.917
 41.8,-5760378.163, 1454608.578, -2312359.827
 41.9,-5760378.076, 1454609.062, -2312359.738
 42.0,-5760377.990, 1454609.547, -2312359.649
 42.1,-5760377.904, 1454610.032, -2312359.560
 42.2,-5760377.818, 1454610.516, -2312359.470
 42.3,-5760377.731, 1454611.001, -2312359.381
 42.4,-5760377.645, 1454611.485, -2312359.292
 42.5,-5760382.072, 1454613.110, -2312361.027
 42.6,-5760381.986, 1454613.594, -2312360.937
 42.7,-5760381.900, 1454614.079, -2312360.848
 42.8,-5760381.853, 1454614.545, -2312360.673
 42.9,-5760381.808, 1454615.010, -2312360.494
 43.0,-5760381.762, 1454615.475, -2312360.316
 43.1,-5760381.717, 1454615.940, -2312360.137
 43.2,-5760381.672, 1454616.405, -2312359.959
 43.3,-5760381.626, 1454616.870, -2312359.780
 43.4,-5760381.581, 1454617.336, -2312359.602
 43.5,-5760381.536, 1454617.801, -2312359.423
 43.6,-5760381.490, 1454618.266, -2312359.245
 43.7,-5760381.445, 1454618.731, -2312359.066
 43.8,-5760381.400, 1454619.196, -2312358.888
 43.9,-5760381.354, 1454619.661, -2312358.709
 44.0,-5760381.364, 1454620.074, -2312358.428
 44.1,-5760381.375, 1454620.485, -2312358.143
 44.2,-5760381.387, 1454620.896, -2312357.857
 44.3,-5760381.399, 1454621.307, -2312357.572
 44.4,-5760381.410, 1454621.718, -2312357.286
 44.5,-5760381.422, 1454622.128, -2312357.001
 44.6,-5760381.434, 1454622.549, -2312356.709
 44.7,-5760381.446, 1454622.972, -2312356.415
 44.8,-5760381.458, 1454623.394, -2312356.122
 44.9,-5760381.470, 1454623.816, -2312355.828
 45.0,-5760381.482, 1454624.238, -2312355.535
 45.1,-5760381.545, 1454624.584, -2312355.162
 45.2,-5760381.615, 1454624.921, -2312354.779
 45.3,-5760381.684, 1454625.258, -2312354.397
 45.4,-5760381.753, 1454625.595, -2312354.015
 45.5,-5760381.823, 1454625.932, -2312353.632
 45.6,-5760381.892, 1454626.270, -2312353.250
 45.7,-5760381.963, 1454626.614, -2312352.859
 45.8,-5760382.034, 1454626.960, -2312352.467
 45.9,-5760382.107, 1454627.316, -2312352.063
 46.0,-5760382.182, 1454627.681, -2312351.650
 46.1,-5760382.227, 1454628.093, -2312351.283
 46.2,-5760382.218, 1454628.585, -2312350.997
 46.3,-5760382.209, 1454629.078, -2312350.710
 46.4,-5760382.201, 1454629.570, -2312350.424
 46.5,-5760382.192, 1454630.063, -2312350.138
 46.6,-5760382.183, 1454630.555, -2312349.851
 46.7,-5760382.175, 1454631.051, -2312349.563
 46.8,-5760382.166, 1454631.556, -2312349.269
 46.9,-5760382.157, 1454632.061, -2312348.976
 47.0,-5760382.164, 1454632.551, -2312348.651
 47.1,-5760382.193, 1454633.023, -2312348.285
 47.2,-5760382.222, 1454633.495, -2312347.920
 47.3,-5760382.250, 1454633.967, -2312347.554
 47.4,-5760382.279, 1454634.439, -2312347.188
 47.5,-5760382.307, 1454634.911, -2312346.823
 47.6,-5760382.336, 1454635.386, -2312346.454
 47.7,-5760382.366, 1454635.869, -2312346.079
 47.8,-5760382.395, 1454636.352, -2312345.705
 47.9,-5760382.424, 1454636.835, -2312345.331
 48.0,-5760382.420, 1454637.352, -2312345.018
 48.1,-5760382.370, 1454637.917, -2312344.790
 48.2,-5760382.319, 1454638.483, -2312344.562
 48.3,-5760382.269, 1454639.048, -2312344.333
 48.4,-5760382.218, 1454639.613, -2312344.105
 48.5,-5760382.168, 1454640.178, -2312343.877
 48.6,-5760382.117, 1454640.743, -2312343.649
 48.7,-5760382.067, 1454641.308, -2312343.420
 48.8,-5760382.017, 1454641.873, -2312343.192
 48.9,-5760381.966, 1454642.438, -2312342.964
 49.0,-5760381.949, 1454642.972, -2312342.673
 49.1,-5760381.953, 1454643.485, -2312342.341
 49.2,-5760381.958, 1454643.999, -2312342.009
 49.3,-5760381.962, 1454644.512, -2312341.677
 49.4,-5760381.967, 1454645.026, -2312341.345
 49.5,-5760381.971, 1454645.539, -2312341.013
 49.6,-5760381.976, 1454646.053, -2312340.681
 49.7,-5760381.980, 1454646.566, -2312340.348
 49.8,-5760381.985, 1454647.080, -2312340.016
 49.9,-5760381.954, 1454647.626, -2312339.752
 50.0,-5760381.897, 1454648.195, -2312339.536
 50.1,-5760381.841, 1454648.764, -2312339.320
 50.2,-5760381.785, 1454649.333, -2312339.103
 50.3,-5760381.729, 1454649.902, -2312338.887
 50.4,-5760381.673, 1454650.472, -2312338.670
 50.5,-5760381.616, 1454651.041, -2312338.454
 50.6,-5760381.560, 1454651.610, -2312338.237
 50.7,-5760381.504, 1454652.179, -2312338.021
 50.8,-5760381.448, 1454652.748, -2312337.804
 50.9,-5760381.423, 1454653.290, -2312337.525
 51.0,-5760381.407, 1454653.826, -2312337.231
 51.1,-5760381.391, 1454654.362, -2312336.937
 51.2,-5760381.374, 1454654.907, -2312336.638
 51.3,-5760381.357, 1454655.455, -2312336.337
 51.4,-5760381.340, 1454656.003, -2312336.036
 51.5,-5760381.323, 1454656.551, -2312335.735
 51.6,-5760381.307, 1454657.099, -2312335.434
 51.7,-5760385.803, 1454658.787, -2312336.958
 51.8,-5760385.787, 1454659.335, -2312336.657
 51.9,-5760385.782, 1454659.870, -2312336.335
 52.0,-5760385.796, 1454660.384, -2312335.979
 52.1,-5760385.810, 1454660.898, -2312335.623
 52.2,-5760385.824, 1454661.412, -2312335.267
 52.3,-5760385.838, 1454661.926, -2312334.911
 52.4,-5760385.852, 1454662.440, -2312334.555
 52.5,-5760385.866, 1454662.954, -2312334.199
 52.6,-5760385.880, 1454663.468, -2312333.843
 52.7,-5760385.894, 1454663.983, -2312333.486
 52.8,-5760385.924, 1454664.475, -2312333.104
 52.9,-5760385.973, 1454664.943, -2312332.692
 53.0,-5760386.021, 1454665.411, -2312332.280
 53.1,-5760386.069, 1454665.874, -2312331.873
 53.2,-5760386.116, 1454666.332, -2312331.470
 53.3,-5760386.163, 1454666.789, -2312331.067
 53.4,-5760386.210, 1454667.247, -2312330.664
 53.5,-5760386.258, 1454667.705, -2312330.261
 53.6,-5760386.304, 1454668.158, -2312329.862
 53.7,-5760386.351, 1454668.606, -2312329.468
